concept_id	ces	deu	ita	eng	pol	rus	nob	ukr	fra	lat
n00033615	mira	quantitat	misura	quantity measure	miara miarka	mera			mesure quantite	
n00389308	kvantovani	quantisierung	quantizzazione	quantization quantisation	kwantowanie				quantification quantisation	quantizatio
n06111961	kvantova mechanika	quantenmechanik		quantum mechanics	mechanika kwantowa	kvantovaja mexanika	kvantemekanikk	kvantova mekhanika	mecanique quantique	mechanica quantica
n14415335	karantena	quarantane		quarantine	kwarantanna	karantin			quarantaine	
n09401834	kvark	quark	quark	quark	kwark	kvark		kvark	quark quarks	
n07854455	tvaroh	quark		quark	twarog	tvorog		tvoroh	quark	
n15206590	kvartal	quartal	trimestre	quarter	trymestr kwartal	kvartal	kvartal		trimestre	
n13737480	ctvrt	viertel	quarto	quarter quartern fourth		cetvert			quartier quart	
n07467212	ctvrtfinale	viertelfinale	quarti di finale	quarterfinal		cetvertfinal			quart de finale	quarterfinalis quarterfinale
n10498986		quartiermeister	quartiermastro	quartermaster	kwatermistrz	intendant	kvartermester		quartier-maitre	
n07041688	kvartet	quartett	quartetto	quartette quartet	kwartet	kvartet			quartette quartet	
n08247251	kvarteto	quartett		quartette quartet	kwartet	kvartet				
n05096820		quart	quarto	quarto	kwarto quarto	kvarto				
n14693733		quarz	quarzo	quartz	kwarc	kvarc		kvarc	quartz	
n14694161	kvarcit	quarzit	quarzite	quartzite	kwarcyt	kvarcit			quartzite	
n09402370	kvasar  kvazar	quasar	quasar	quasar	kwazar	kvazar	kvasar	kvazar	quasar	quasar
n13744304	kvaternion  ctyri	vier	quattro	quaternity quatern four quaternary quaternion quartet	kwaternion				quaternion quatuor quatre quaternions	
n15205880		quattrocento	quattrocento	quattrocento	quattrocento		quattrocento		quattrocento	
n12268096		quercus	quercus quercia	quercus  genus quercus	quercus				quercus	
n12277800	quercus borealis dub cerveny quercus tinctoria	quercus borealis quercus tinctoria quercus rubra	quercus borealis quercus tinctoria quercus rubra	quercus borealis quercus rubra	quercus tinctoria quercus rubra quercus borealis dab czerwony				quercus rubra	
n12276628	quercus montana	quercus prinus quercus montana	quercus prinus quercus montana	quercus prinus quercus montana	quercus prinus quercus montana				quercus prinus	
n12279772	dub virzinsky	quercus virginiana	quercus virginiana	quercus virginiana	quercus virginiana dab wirginijski				quercus virginiana	
n12280060		quercus wislizenii	quercus wislizenii	quercus wizlizenii quercus wislizenii	quercus wislizenii				quercus wislizenii	
n06474122			questionario	questionnaire	ankieta kwestionariusz	anketa anketirovaniia oprosnik		anketa anketuvannia	enquete questionnaire questionnaires	
n04034884		chinidin	chinidina	quinidex quinidine	chinidyna				quinidine	
n04035086	chinin	chinin	chinino chinina	quinine	chinina	xinin	kinin		quinine	chininum
n15205799		quinquennium lustrum	quinquennalita lustro quinquennio	quinquennium					quinquennium lustre quinquennat	
n14847103		ather ether		quintessence ether		efir			quintessence  ether	
a02998269		ultimal ultimativ	ultimativa ultimativo ultima	quintessential		elementarnyj	ultimat	elementarnii	quintessentiel	ultimum ultima
n07041795		quintett	quintetto	quintette quintet	kwintet	kvintet				
n09935793	kolaborant	kollaborateur	collaborazionista	quisling collaborationist collaborator	kolaboracjonista kolaborant	kollaboracionist kvisling	landsforraeder quisling		quisling collaborateur	
n07199191	kviz	quiz	quiz	quiz		kviz			quiz	
n08357992	kvorum kvorum	quorum	quorum	quorum	quorum kworum	kvorum		kvorum	quorum	quorum
n13289744		quote	contingente	quota	kontyngent	kvota	kvote		contingent  quota	
n13599348		quote	quota	quota		kvota	kvote		quota	
n06613056	citat	zitat	citazione	quotation citation	cytata cytat	citata	sitat		citation	
n14651921	radium radium	radium	radium radio	ra radium	ra rad	radij	radium	radii	radium ra	radium
n10502329	rabin	rabbiner	rabbi rabbino	rabbi	rabin	rebe rabbi ravvin		rabbi ravvin rabyn rebe	rabbin  rabbins	rabbi
n07967982	rasa	rasse	razza	race	rasa	rasa	rase		race	
n04037625	hippodrom hipodrom			racecourse track	hipodrom	ippodrom trek		ipodrom	de courses	
n14201311	rachitida	rhachitis rachitis	rachitismo	rachitis		raxit	rakitt engelsk syke rakitis		rachitisme	rachitis
n01155044	rasizmus rasismus	rassismus	razzismo	racialism racism	rasizm	rasizm	rasisme	rasyzm	racisme racialisme	
n10502950	rasista	rassistin rassist	razzista	racist racialist	rasista	rasistka rasist			raciste	
n04039381	raketa		racchetta	racket racquet	rakieta	raketka	rekkert racket	raketka reket	raquette	
n13612042	radian	radian radiant	radiante	rad radian	rad radian	radian	radian	radian	radian	
n04039848	radar	radar	radar	radar radiolocation	radiolokacja  radiolokator radar	radar	radar	radar	radar	
n11499284		radiation strahlung	radiazione irradiazione	radiation	radiacja	radiacija	straling		radiation	
n13545184	radioaktivita	radioaktivitat	radioattivita	radiation radioactivity	radioaktywnosc	radioaktivnost	radioaktivitet		radiation radioactivite	radioactivitas
n10503452	radikal			radical	radykal radykalista	radikal	radikal			
a01535270		extrem ausserste radikal ultra		radical ultra extremist			ytterst ekstrem		extreme extremiste	
n06219875	radikalismus	radikalismus	radicalismo	radicalism	radykalizm radykalnosc	radikalizm radikalnost	radikalisme	radikalizm	radicalisme	
v00534369	radikalizovat	radikalisieren	radicalizzare rivoluzionare	radicalize					revolutionner radicaliser	
r00178342	radikalne	radikal		radically	radykalny	radikalno		radikal'no	radicalement	
n06096759	radioastronomie radio astronomie	radioastronomie	radioastronomia	radio astronomy	radioastronomia radioastronom		radioastronomi		radioastronomie	
n05056490	radiova frekvence	radiofrequenz	radiofrequenza	radio frequency		chastota radiovoln	radiofrekvens	chastota radiokhvil'	radiofrequence	
n04043733	radio	radio	radio radioricevitore radioricevente	radio radio receiver	radio radioodbiornik radioaparat	radio radioprijomnik	radio radioapparat		radio	
n06277135	radio radiokomunikace	radio	radio	radio radiocommunication	radio radiokomunikacja	radio	radio	radio	radio	
n04044716	radio teleskop radioteleskop	radioteleskop	radiotelescopio	radio telescope  radio reflector	radioteleskop	radioteleskop		radioteleskop	radiotelescope	
a00426907	radioaktivni	radioaktiv		radioactive	radioaktywny	radioaktivnyj	radioaktivt radioaktiv	radioaktyvnyj	radioactif radioactive	
n15002346	radioaktivni odpad	radioaktiver abfall		radioactive waste		radioaktivnyje otxody	radioaktivt avfall	radioaktyvni vidxody		
n06082834	radiobiologie	radiobiologie	radiobiologia	radiobiology	radiobiologia	radiobiologiia		radiobiologiia	radiobiologie	
n06276401			radiotelegramma radiogramma	radiogram	radiogram radiotelegram	radiogramma				
n04042358		rontgenbild	radiografia radiogramma	radiogram radiograph	rentgenogram radiotelegram radiogram rentgen	rentgenogramma rentgen	rontgenbilde		radiographie	
a02837145	radiograficky	radiographisch	radiografico	radiographic	radiograficzny				radiographique	
n05740804	ria	ria radioimmunoassay radioimmuntest	ria	radioimmunoassay					radio-immunodosage radioimmunonalyse radioimmunoessai	
n14619857	radioizotop	radioisotop	radioisotopo	radioisotope	radioizotop	radioizotop			radioisotope radio-isotope	
n01391028		radiolarie		radiolarian	radiolaria				radiolaria radiolaire radiolaires	
a02786744	radiologicky	radiologisch	radiologico	radiological	radiologiczny				radiologique	
n06062407	radiologie	rontgenologie radiologie		radiology	radiologia	radiologija rentgenologija			radiologie	
n00903309	radioskopie	rontgenologie radiologie	radioscopia roentgenscopia rontgenscopia	radiology radioscopy	radiologia	radioskopiia rentgenoskopiia	radiologi	radioskopiia rentgenoskopiia	radiologie	
n13545627	radiolyza	radiolyse	radiolisi	radiolysis	radioliza				radiolyse	
n04042985	radiometr	radiometer	radiometro	radiometer	radiometr	radiometr	radiometer	radiometr	radiometre	
n04044498		radiophon	radiotelefono	radiotelephone radiophone	radiotelefon				radiotelephone	
n10504206	radiolog	radiologin rontgenologe rontgenologin radiologe	radiologo	radiotherapist radiologist	radioterapeuta	radiolog rentgenolog		radiolog rentgenolog	radiotherapeute radiologiste radiologue	ragiologista radiologistus
n07735687				radish		rediska redis		redyska redys	radis	
n11895092	daikon	rettich radieschen daikon	daikon	radish daikon	daikon	kitaiskaia red'ka daikon redis iaponskaia red'ka rediska		kitais'ka red'ka iapons'ka red'ka daikon	daikon	
n14652104	radon	radon	radon rado	radon rn	radon rn	radon	radon	radon	radon	radon
n15002679	rafinoza melitoza melitrioza	melitriose raffinose  melitose	raffinosio melitriosio melitosio	raffinose	rafinoza				raffinose	
n04046277	raglan	raglan		raglan	reglan raglan				raglan	
n07592656	ragu	ragout	ragu	ragout	ragout	ragu			ragout ragout	
n07060844	ragtime	ragtime	ragtime	ragtime	ragtime	regtaim			ragtime	
a01629832		raiding	raiding vagabondaggio predatore	raiding marauding predatory		marodiorstvo brodiazhnichestvo		brodiazhnitstvo	raiding vagabondage	
n11501381		regen		rain	deszcz	dozd	regnvaer regn	dosc	pleuvoir pluie	pluvia
n07752664	rozinka hrozinka	rosine		raisin	rodzynka	izjumina	rosin	iziuminka		
n15218037	radzab	rad_chab	rajab	rajab	radzab	radzhab		radzhab	rajab	
n10505732	radza	raja	rajah	rajah raja	radza	radza		radza	raja raja	
n12745386		rambutan	nephelium lappaceum	rambutan nephelium lappaceum rambotan	rambutan nephelium lappaceum	rambutan			nephelium lappaceum	
n12393269	ramie	ramie		ramie ramee	ramia rami				ramie	
n00388392	rozvetveni	ramifikation	ramificazione	ramification	rozgalezienie	razvetvlenije otvetvlenije			ramification	
n04051825	val nasyp	bollwerk	baluardo muraglia bastione	rampart bulwark wall	mur	val bastion	voll	val	rempart  mur bastingage	vallum
n01640567	rana	rana	rana	rana	rana				rana	
n10506417	ranceri farmar zemedelec	farmer farmerin	coltivatore agricoltore agricola	rancher	ranczer	fermer zemledelec		fermer	cultivateur agriculteur ranchero fermier	arator agricola
n13696523		rand	rand	rand	rand	rand			rand	
n04052757		ram	memoria ram ram	random access memory ram random-access memory			random access memory		ram memoire vive	ram
n01009001		randomisierung		randomization randomisation	randomizacja				hasardisation randomisation	
n13947415	genocida	sozialer status sozialstatus genozid	rango	rank social status social station		genocid	rang			
n11719468		ranunculaceae	ranunculaceae	ranunculaceae					ranunculacees renonculacees ranunculaceae	
n11720088		ranunculus	ranuncoli ranunculus	ranunculus					ranunculus renoncules	
n07064055		rap		rap hip-hop	rap	rp			rap hip hop	
n15002546			rafia raffia	raphia raffia	rafia				raphia	
n05059132			rapidita celerita rapidezza	rapidity rapidness celerity					rapidite celerite	rapiditas celeritas
n04054361	rapir	rapier	stocco	rapier tuck	rapier	rapira		rapira	rapiere	
n10507692	rare bird	rare bird		rare bird rara avis	rare bird	rare bird	rare bird			rara avis
n03149951	kuriozita rarita	kuriositat	curiosita rarita	rarity  curiosity	rarytas	etazerka	kuriositet	etazherka	curiosite	
n05117237		raritat seltenheit	rarita	rarity  infrequency		raritet	sjeldenhet		infrequence	raritas
n04054670	rasple	raspel	raspa	rasp		raspil			rape	
n10206173		"informant """"""informant"""	informatore	rat  informer	informator	informator			informateur  rat	
n07911061	ratafia	ratafia	ratafia	ratafee ratafia	ratafia	nalivka		nalivka	ratafia	
n07179943	ratifikace	ratifikation	ratifica	ratification confirmation	ratyfikacja	ratifikacija	ratifikasjon		confirmation sanction	sanctio
a01333118	racionalni	rational		rational	racjonalny	racionalnyj			rationnel	
a01925372	racionalni			rational	racjonalny	racionalnyj	rasjonell		rationnel	
a02929901	racionalni	rational		rational	racjonalny	racionalnyj			rationnel	
n13730469	racionalni cislo	rationale zahl	numero razionale	rational number		racionalnoje cislo	rasjonalt tall rasjonale tall rasjonale tal		nombre rationnel  nombre rationel	numerus rationalis
n05975473	racionalismus	rationalismus	razionalismo	rationalism	racjonalizm	racionalizm				
n05966958	deismus	deismus	razionalismo	rationalism	deizm	deizm	deisme	dejizm	deisme	
n01009190	systematizace  racionalizace	rationalisierung  systematisierung	sistematizzazione razionalizzazione	rationalization rationalisation systematization systematisation	systematyzacja	sistematika  sistematizatsiia ratsionalizatsiia		sistematizatsiia ratsionalizatsiia	systematisation rationalisation	
n02333368	rattus	ratte rattus	rattus ratti	rattus	rattus				rattus	
n11775340	rauwolfia	rauwolfia rauvolfia	rauwolfia rauvolfia	rauwolfia rauvolfia	rauwolfia rauvolfia				rauwolfia rauvolfia	
n07701244	ravioli	ravioli	ravioli	ravioli	ravioli	raviol	ravioli	ravioli	ravioli	
a00619433	syrovy	roh		raw	surowy		ra		cru	crudus
n04056932		reyon kunstseide	raion rayon	rayon			kunstsilke rayon		rayonne	
n14652954	rubidium	rubidium	rubidio	rb rubidium	rb rubid	rubidij	rubidium	rubidyi rubidii	rubidium	rubidium
n05454070	cervena krvinka	erythrozyt	eritrocita eritrocito emazia	rbc erythrocyte	erytrocyt czerwona krwinka	eritrocit			erythrocyte  rbc hematie	
n06868445			re	re ray	re	re			re	
n09556121		rhea silvia	rea silvia	rea silvia rhea silvia	rea sylwia	reia sil'viia		reia sil'viia	rhea silvia	rhea silvia
n11504313	reaktance	reaktanz	reattanza	reactance	reaktancja				reactance	
a02030562		reaktionar	reazionario	reactionary reactionist			reaksjonaer		reactionnaire	
n03834040	reaktor	atomreaktor kernreaktor reaktor	reattore  reattore nucleare	reactor			atomreaktor kjernereaktor reaktor	reaktor	reacteur nucleaire reacteur	
n14778982	reagens		reagente	reagent	reagent	reagent reaktiv	reagens	reagent	reactif	
a01941604	pravdivy iluzorni	illusorisch	illusorio	real	prawdziwy realny	pravdivyj	illusorisk		reel	illusorius
n13729902		real		real	real	real	reelt tall		reel	
n14694910		realgar	realgar	realgar	realgar	realgar			realgar	
n08469457	realismus	realismus		realism naturalism	naturalizm realizm	realizm			realisme	
a01979985	naturalisticky	realitatsnah	realistico realista naturalista naturalistico	realistic naturalistic	realistyczny	naturalisticheskii	realistisk	naturalistichnii	naturaliste	
v01644746		realisieren		realize actualise actualize realise	zrealizowac				realiser	
n13955461			realta	realness reality realism	realizm realnosc	realnost	realitet		realite realisme	
n06149038	realna politika	realpolitik	realpolitik	realpolitik	realpolitik				realpolitik	
n10510245	kontradmiral	konteradmiral	contrammiraglio	rear admiral	kontradmiral	kontr-admiral			contre-amiral	
n08216647			retroguardia	rearguard	ariergarda	arjergard		ar'iergard	arriere-garde	
v00278280			trasformare	rearrange		perestraivat' perestavliat' perestavit'		perestavliati	rearranger transformer	
n09178999		grund	causa ragione motivo	reason ground	motyw	rezon			cause raison motif	
n05651680	rozum	intellekt	intelletto  ragione	reason intellect	rozum	razum			intellect raison	ratio
n10210137	rebel povstalec	rebell	ribelle	rebel insurgent	powstaniec	povstanec		povstanets'	insurge	rebellio
n01177327	rebelie	rebellion	rivolta ribellione	rebellion					revolte rebellion	
n00962129	povstani rebelie	rebellion	rivolta insurrezione ribellione	rebellion insurrection revolt	powstawanie  wstawanie	vosstanije		povstannja	revolte rebellion insurrection	insurrectio rebellio
n06786486	rebus	rebus	rebus	rebus	rebus	rebus	rebus	rebus	rebus	
n04907575		renitenz	renitenza resistenza	recalcitrance recalcitrancy refractoriness		ogneupornost' nepokornost tugoplavkost'		nepokirnist' tugotopkist'	recalcitrance resistance refractairite	
n00985008	rekognoskace	rekognoszierung		recce recco reccy		razvedka rekognoscirovka		rekognostsiroval'na rekognostsiroval'ne rozvidka	recco	
r00112601	nedavno	neu neulich		recently new newly	niedawno	nedavno	nylig		nouvel nouveau	recens nove
n10511069		portier	receptionist	receptionist	recepcjonista	portje sekretar sekretarsa	resepsjonist  portier		secretaire receptionniste	
n05299178	receptor	sinnesorgan	recettore	receptor sense organ	receptor				recepteur	
n14013368	recese	rezession	recessione	recession	recesja	recessija	resesjon		recession	
n00068617	recidiva	rezidiv	recidivita recidiva	recidivism		recidiv			recidive	
n10511239	apostata	apostat	apostata	recidivist	apostata	verootstupnik		virovidstupnik	recidiviste	apostata
n07087346	recitativ	rezitativ	recitativo	recitative	recytatyw recitativo	rechitativ	resitativ	rechitativ	recitativo recitatif	recitatorius
n10511771	recitator	sprecher	recitatore  declamatore	reciter	deklamator recytator				recitateur recitant reciteur speaker	
n14831479		rekombinante dns rekombinante dna	dna ricombinante	recombinant dna	dna zrekombinowany				adn recombine adn recombinant	
n00259643		kompensation	ricompensa compensazione	recompense compensation					compensation	
a00899226		abstrus abstrakt	astruso astratto astruse recondito	recondite abstruse					abstrus	
n07435891		rekrudeszenz rezidiv	recrudescenza	recrudescence		recidiv		retsidiv	recidive recrudescence	
n10512372	rekrut	rekrut	recluta	recruit	rekrut	rekrut			recrue	
n13883346			rettangolo	rectangle		prjamougolnik	rektangel	prjamokutnyk	rectangle	rectangulum
a00658752			rettilineo rettilinee rettilinea	rectilineal rectilinear		priamolineinyi		priamoliniinii	rectiligne	
n00598868	rektorat	rektorat	rettorato	rectorate	rektorat rektorstwo	rektorstvo		rektorat		
n05848357	rekurze	rekursion	ricorsione	recursion	rekurencja	rekursija			recursivite	
a00092848	rekursivni rekurzivni	rekursiv	ricorsivo	recursive		rekursivnyi		rekursivnii	recursif	
v01162425	recyklace recyklovani	recyclen recyceln		recycle	recykling				recycler	
n00948868	recyklace	recycling		recycling	recykling	recikling  risajkling			recyclage	
a00395626	cerveny	rot		red	czerwony	cervonnyj		cervonyj	rouge	rubeus russus ruber rubidus rufus
n04962784	cerven	rot	rosso	red	czerwien		rodt		rouge	ruber
n01413942	rhodophyta	rotalge rhodophyceae rotalgen	rhodophyta rhodophyceae	red algae					red algae rhodophytes rhodophyta	rhodophycota
n02509815	panda mala	kleiner panda roter panda	panda ailurus fulgens	red panda lesser panda panda ailurus fulgens	panda mala		rod panda		petit panda panda roux panda ailurus fulgens	
n02100877	irsky setr	irish red setter irischer setter	setter irlandese	red setter irish setter	seter irlandzki	irlandskii setter	irsk setter	irlands'kii seter	setter irlandais	
n10513120	redaktor	korrektor revisor	redattore revisore	redactor redact reviser	redaktor	redaktor			reviseur redacteur	
n06745628	redefinice predefinovani	neudefinition	ridefinizione	redefinition	redefinicja				redefinition	
v01640107	redefinice predefinovani	neudefinition	ridefinizione	redesign					redessiner redefinition	
n13547677	redukce	reduktion		reducing reduction	redukcja				reduction	
n05120310	redundance	redundanz	ridondanza	redundance redundancy					redondance	redundantia
n04067818	refektar	refektorium	refettorio	refectory	refektarz		refektorium		refectoire	
n00181640	referendum	referendum	referendum	referendum	referendum	referendum	referendum	referendum	referendum referendum	referendum
n13548105	rafinace	raffinierung raffination raffinieren	raffinazione affinazione affinaggio raffinatura raffinamento	refinement  purification	rafinacja		raffinering raffinement		raffinage  purification raffinement	
n04068441	rafinerie	raffinerie	raffineria	refinery	rafineria		raffineri		raffinerie	
n13548350	reflace	reflation	reflazione rilancio economico	reflation	reflacja				relance economique	
n13588819		reflexion	riflettanza	reflectivity reflectance					reflectivite reflectance	
n04068601	reflektor	reflektor	riflettore	reflector	reflektor				reflecteur	
n00863513		reflex	riflesso	reflex	refleks	refleks			reflexe	
a01197386	reformacni reformatorsky		riformativo	reformatory  reformative		reformiruiushchii		reformuiuchii	reformateur	
n04070415	refraktometr	refraktometer	rifrattometro	refractometer	refraktometr				refractometre	
n07468456	regata	regatta	regata	regatta	regaty		regatta		regate	
n10516117		regentin regent	reggente	regent	regent	regent			regent	
n07066285	reggae	reggae	reggae	reggae	reggae	rggi  reggi	reggae		reggae	
n08050678	vlada rezim	regime regierung		regime government	gabinet	rezim	regjering kabinett		gouvernement regime	
n05909585	rezim	regime	dieta	regime regimen	dieta	rezim	diett		regime	
n08213817	pluk	regiment	reggimento	regiment	pulk regiment				regiment	
a02871858	regionalni	regional		regional		regionalnyj	regional		regional	
n06507041	registrace	register	registro	register registry	rejestr lista registratura	registracija registr registratura reestr	register	reiestr	registre liste	
a01959294		regular regelmassig		regular	regularny	reguljarnyj	regelmessig		regulier	
n05846054	pravidlo	regel regulativ	regola norma	regulation rule		pravilo reglament	regel		reglement regle	norma regula
a02004685		regulatorisch regulativ	regolatorio regolatore regolamentare	regulative regulatory		reguliativnyi reguliatornyi		reguliativnii	regulateur	
n13290002	refundace	kompensierung kompensation		reimbursement	refundacja	kompensacija	kompensasjon	kompensatsiia	remboursement	
n01019372		iteration	reiterazione iterazione ripetizione	reiteration reduplication	ponowienie powtorzenie podwojenie	povtorenije		povtorennia	reduplication reiteration	reiteratio repetitio iteratio
n00031921			rapporto relazione	relation	relacja		relasjon		rapport relation	
a00006032		relativ		relative		reljativnyj	relativ		relatif relative	relativus
r00160834	relativne	relativ		relatively comparatively	relatywnie				relativement comparativement	
n05975846	relativismus	relativismus	relativismo	relativism	relatywizm				relativisme	
n07464083		stafette stafettenlauf	staffetta	relays	sztafeta	estafeta	stafett stafettlop	estafeta	relais	
a01975138	relevantni	relevant		relevant	relevant	otnosiashchiisia k delu relevantnyi	relevant			
n04073547	relikvie	reliquie	vestigio	relic	relikt relikwia				relique vestige	
n03610270	suvenyr	relikt souvenir		relic  souvenir keepsake	relikwia	relikt suvenir relikvija			souvenir keepsake relique	
n04073669			rilievo	relievo rilievo relief	relief	rel'ef			relief	
n08081668		religion	religione fede culto	religion  faith organized religion	organizacja religijna	religija		relihija	foi culte religion	religio
a01783158	religiozni	religios		religious	religijny	religioznyj	religios		religieux	
n08149781	sekta	sekte	setta	religious order religious sect sect		sekta	religios orden	sekta	secte	
n04074185	relikviar		reliquiario	reliquary	relikwiarz	relikvarij	relikvarium		reliquaire	reliquiarium
a01871774	lukrativni	lukrativ gewinnbringend profit profitabel	remunerativo lucrativo proficua	remunerative lucrative			innbringende		lucratif	
n01231548	rande	rendezvous	rendez-vous	rendezvous		randevu			rendez-vous	
n10007109	renegat		rinnegato apostata disertore	renegade deserter apostate	apostata	renegat	desertor		renegat apostat deserteur traitre	renegatus
n15004149	renin	renin	rennina renina	renin	renina	renin	renin	renin	renine	
n14738623		rennin	presame caglio coagulo	rennet	reneta rennina	rennin			presure	coagulum
n10514962		restaurator restauratorin	restauratore	renovator	renowator restaurator				restaurateur	
n13294503		pension rente annuitat	rendita annualita	rente annuity	annuita	pensiia			rente	
n10520964	rentier	rentier		rentier		rant'e		rant'ie	rentier	
n00051385	repatriace	repatriierung	repatriazione rimpatrio ripatrio	repatriation	repatriacja	repatriacija	repatriering	repatriatsiia	rapatriement	
v00958334				repeat  iterate reiterate					reiterer reiterer repeter	repetere iterare
n07536870			penitenza pentimento	repentance penance penitence					penitence repentance	
n08336627	repertoar	repertoire	repertorio	repertoire repertory	repertuar			repertuar	repertoire	
n07342049		repetition	ripetizione	repetition repeat	powtorzenie	povtorenije	repetisjon		repetition repeter	
n04076533	reprodukce  replika		riproduzione  replica	replica reproduction replication	replika	replika reprodukcija	reproduksjon		replique reproduction	
n06683784	reportaz	reportage	reportage	reportage reporting	reportaz	reportaz	reportasje		reportage rapportage	
n10521662	novinarka reporter zpravodaj zurnalista	reporter	corrispondente reporter	reporter	reporter sprawozdawca	zurnalist korrespondent reportjor	journalist	reporter zurnalistka korespondent zhurnalist zurnalist	reporter journaliste	
n03177349		repositorium	deposito	repository depositary deposit depository	repozytorium				depot	
v02699497				represent correspond	prezentowac reprezentowac		representere		representer  correspondre presenter	
a02004176		repressiv	reprimendo repressivo inibitore inibitorio	repressing repressive inhibitory		repressivnyi		represivnii	repressif	
n01235946	represe  odveta	repressalie	rappresaglia	reprisal	odwet represja	rasprava		rozprava	represaille	
n00849523			procreazione	reproduction procreation	reprodukcja	porozhdenie	reproduksjon	porodzhennia	procreation reproduction	procreatio procreationis
a01081592		reproduktiv produktivitat	procreativo generativo riproduttivo riproduttore	reproductive generative procreative					reproductif  procreateur	
n06711855			reprensione rimproccio reprimenda riprensione	reproval  reprehension reprimand reproof	reprymenda				reprimande reprimander	
n01661091	plaz	reptil	rettile	reptile reptilian	gad	reptilija gad	reptil	plazun reptylija	reptile	reptilia
n01660719	reptilia	reptilia reptil	reptilia rettili	reptilia class reptilia					reptilia reptiles	
n08362917	republika	republik		republic	republika	respublika	republikk	respublika	republique	respublica
n10522633		republikanerin republikaner	repubblicano	republican	republikanin	respublikanka respublikanec			republicain	
n06220299	republikanstvi	republikanismus	repubblicanesimo	republicanism	republikanizm	respublikanizm		respublikanizm	republicanisme	
n07503987			repugnanza avversione repulsione orrore ripugnanza ripulsione	repugnance repulsion horror revulsion					horreur repulsion aversion	
n14438125			riputazione onorabilita reputazione	reputation	reputacja	reputacija			reputation honorabilite	
n06513366		petition	petizione domanda	request petition	petycja	peticija			demande  requete petition	
n00691050	resekce	resektion  ablation	ablazione resezione	resection	resekcja				resection ablation	
n04078236	reserpin	neuroleptikum  tranquilizer reserpin	neurolettici tranquillanti reserpina	reserpine	rezerpina				reserpine	
v02498320	zarezervovat rezervovat	reservieren		reserve		zakazat rezervirovat zarezervirovat	reservere		reserver	
n08587174		reservat	riserva	reserve reservation		rezervacija			reservation reserve	
n10523341		reservist reservistin	riservista	reservist	rezerwista				reserviste	
n13810818		rest	residuo  resto residuato	residuum residue residual rest	reszta	ostatki	rest	resta	residuaire  residu reste	
n04079933	rezistor	resistor	resistenza	resistor resistance	rezystor				resisteur  resistance resistant	
a02010536			sonante risonante	resonating resonant					resonnat resonnant	
n15004715	rezorcin		resorcina	resorcinol	rezorcyna rezorcynol				resorcine	
n13550504	resorpce	resorption		resorption reabsorption	resorpcja	rezorbtsiia		rezorbtsiia	resorption	
n05154676		ressource	risorsa	resource	zapas	resurs zapas	ressurs		ressource	
n04913839	respekt		deferenza	respect deference	respekt	pochet	respekt		respect respecter	
n05820170			rispetto	respect regard					respect respecter egard aspect	
n06206800	respekt	respekt	stima rispetto	respect regard esteem	respekt  estyma				respect respecter egard estime	
n00859001	reakce	reaktion	risposta reazione	response reaction	reakcja	reakcija		reakcija	reaction reponse	
n04081281	restaurace	restaurant	ristorante	restaurant		restoran	restaurant	restoran	restaurant	
n10524869	restaurator		ristoratore	restauranter restaurateur	restaurator				restauratrice restaurateur	
n00268557		restauration restaurierung	restaurazione	restoration	odrestaurowanie	restavracija			renovation restauration	
n14424517		restaurierung	restauro	restoration renovation	renowacja  restauracja	remont	restaurering	remont	restauration  renovation	
n00089351	restituce		restituzione	restoration return restitution	restytucja				restauration  retour restitution	
n07292694		resultat	risultato resultato	result resultant		rezultat	resultat		resultat	
n06468403		curriculum vitae	curriculum vitae curriculum	resume cv curriculum vitae	cv curriculum vitae	reziume rezjume		reziume	cv curriculum vitae resume	
n01048059	vzkriseni		risurrezione resurrezione	resurrection	wskrzeszenie	voskresenije			resurrection	
n01048210	resuscitace masaz srdce	reanimation	reanimazione rianimazione	resuscitation	resuscytacja reanimacja masaz serca				reanimation	
n04082886	sit	netz	reticolo	reticle  graticule reticule	siec	setka setochka	nettet	sitka	graticule reticule	reticulum
n02223694		reticulitermes	reticulitermes	reticulitermes genus reticulitermes	reticulitermes				reticulitermes	
n05426989		retina	retina	retina		retina		retina	retine	retina
n15090065		retinol	retinolo	retinol	retinol				retinol	
n10525617	rentier	rentner rentnerin	pensionato pensionata	retiree		pensioner  pensionerka	pensjonist		retraite	
v00230562	opravit retusovat opravovat napravit			retouch	retuszowac	podpravljat popravit' ispravit spravliat' ispravljat		popravliati vypravljaty	retoucher attoucher	
a02007663			retraibile rientrabile retrattile ritrattabile	retractable					retractile retractable	
n01336282		retroviren retrovirus	retrovirus	retrovirus	retrowirus				retrovirus retroviridae	
n07897116	retsina	retsina	vino resinato retsina	retsina	retsina	recina	retsina	retsina	vin resine retsina	
n05747582	revalvace			revaluation	rewaluacja rewaloryzacja	reval'vatsiia pereotsenka	revaluering	pereotsinka reval'vatsiia	reevaluation	
n01235258	pomsta		rivalsa rappresaglia vendetta	revenge	zemsta pomsta	revans			represaille revanche	vindicta
v01778568		beehren verehren	reverenziare riverire venerare	reverence venerate revere					reverer venerer	venor
n04734551		reversibilitat	riversibilita reversibilita invertibilita	reversibility		reversivnost'		reversivnist'	reversibilite	
n07019866	revue	revue	rivista	review revue	rewia		revy		revue	
n06428976	revize		revisione	revision revise revisal	rewizja	revizija			revision	
